_ID, TimeSt,Country,Province,City,Latitude,Longitude
4588389,2017-06-21 4:03,CA,QC,Saint-Laurent,45.50387,-73.68473
4588486,2017-06-21 2:03,CA,ON,Toronto,43.6466,-79.4493
4588491,2017-06-21 10:03,CA,ON,Brampton,43.7942,-79.7021
4588589,2017-06-21 8:03,CA,AB,Leduc,53.2668,-113.552
4588676,2017-06-21 2:03,CA,ON,Toronto,43.6466,-79.4493
4588761,2017-06-21 12:03,CA,ON,Toronto,43.6319,-79.3716
4588832,2017-06-21 9:03,CA,ON,Mississauga,43.59586,-79.61284
4588917,2017-06-21 12:03,CA,QC,Dorval,45.4431,-73.751
4588934,2017-06-21 11:03,CA,AB,Edmonton,53.4104,-113.517
4589002,2017-06-21 20:03,CA,AB,Calgary,51.0494,-113.9564
4589006,2017-06-21 2:03,CA,ON,Toronto,43.7129,-79.3888
4589051,2017-06-21 3:03,CA,ON,Thornhill,43.8395,-79.3831
4589060,2017-06-21 5:03,CA,ON,Milton,43.515,-79.8821
4589070,2017-06-21 7:03,CA,NB,Moncton,46.1033,-64.815
4589161,2017-06-21 14:03,CA,AB,Calgary,50.9819,-114.1004
4589226,2017-06-21 22:03,CA,AB,Calgary,51.0571,-114.077
4589264,2017-06-21 19:03,CA,AB,Calgary,50.9722,-114.062
4589346,2017-06-21 2:03,CA,AB,Spruce Grove,53.54628,-113.88183
4589397,2017-06-21 20:03,CA,QC,Sherbrooke,45.4134,-71.8776
4589409,2017-06-21 2:03,CA,ON,Thunder Bay,48.4294,-89.2284
4589506,2017-06-21 17:03,CA,BC,Vancouver,49.293,-123.048
4589600,2017-06-21 19:03,CA,AB,Calgary,51.0571,-114.077
4589647,2017-06-21 0:03,CA,AB,Calgary,51.0571,-114.077
4589671,2017-06-21 3:03,CA,AB,Edmonton,53.54798,-113.59419
4589731,2017-06-21 19:03,CA,AB,Calgary,51.0571,-114.077
4589750,2017-06-21 7:03,CA,ON,Toronto,43.7068,-79.3991
4589759,2017-06-21 10:03,CA,ON,Brampton,43.6971,-79.7944
4589764,2017-06-21 11:03,CA,AB,Wetaskiwin,52.8333,-113.45
4589859,2017-06-21 6:03,CA,AB,Calgary,51.0081,-114.073
4589945,2017-06-21 1:03,CA,ON,Toronto,43.6563,-79.3858
4590000,2017-06-21 13:03,CA,ON,Toronto,43.6563,-79.3858
4590088,2017-06-21 6:03,CA,AB,Calgary,50.9093,-114.1028
4590185,2017-06-21 14:03,CA,AB,Calgary,51.063,-113.889
4590265,2017-06-21 17:03,CA,MB,Winnipeg,49.8903,-97.1474
4590340,2017-06-21 16:03,CA,AB,Edmonton,53.54798,-113.59419
4590410,2017-06-21 12:03,CA,NL,St. John's,47.561,-52.7116
4590488,2017-06-21 8:03,CA,QC,Sainte-Foy,46.7823,-71.2882
4590502,2017-06-21 9:03,CA,ON,North York,43.79507,-79.42559
4590545,2017-06-21 22:03,CA,AB,Edmonton,53.54798,-113.59419
4590607,2017-06-21 0:03,CA,AB,Calgary,51.0876,-114.0214
4590612,2017-06-21 22:03,CA,QC,Sainte-Foy,46.7823,-71.2882
4590689,2017-06-21 2:03,CA,AB,Edmonton,53.54798,-113.59419
4590691,2017-06-21 12:03,CA,AB,Edmonton,53.57603,-113.48922
4590720,2017-06-21 22:03,CA,AB,Edmonton,53.4179,-113.5785
4590754,2017-06-21 15:03,CA,ON,Orillia,44.6078,-79.4175
4590763,2017-06-21 2:03,CA,SK,Regina,50.47032,-104.59794
4590821,2017-06-21 12:03,CA,AB,Edmonton,53.57603,-113.48922
4590844,2017-06-21 9:03,CA,ON,Brampton,43.7796,-79.7681
4590853,2017-06-21 1:03,CA,QC,Montréal,45.4978,-73.5798
4590952,2017-06-21 20:03,CA,AB,Edmonton,53.54798,-113.59419
4590975,2017-06-21 0:03,CA,AB,Edmonton,53.5442,-113.495
4591050,2017-06-21 19:03,CA,AB,Edmonton,53.54798,-113.59419
4591127,2017-06-21 17:03,CA,ON,Kingston,44.2585,-76.4897
4591184,2017-06-21 0:03,CA,AB,Edmonton,53.5442,-113.495
4591212,2017-06-21 11:03,CA,AB,Calgary,51.1264,-114.1419
4591240,2017-06-21 19:03,CA,AB,Edmonton,53.54798,-113.59419
4591323,2017-06-21 13:03,CA,AB,Calgary,51.0419,-114.2
4591360,2017-06-21 13:03,CA,AB,Edmonton,53.465,-113.414
4591433,2017-06-21 21:03,CA,ON,Toronto,43.75234,-79.35632
4591481,2017-06-21 1:03,CA,QC,Gatineau,45.5067,-75.6292
4591526,2017-06-21 0:03,CA,ON,Mississauga,43.5873,-79.6076
4591571,2017-06-21 22:03,CA,ON,Richmond Hill,43.8939,-79.4375
4591655,2017-06-21 7:03,CA,AB,Calgary,51.0242,-114.1004
4591698,2017-06-21 9:03,CA,AB,Calgary,51.0829,-114.095
4591702,2017-06-21 13:03,CA,ON,Toronto,43.672,-79.3791
4591776,2017-06-21 7:03,CA,AB,Calgary,51.0242,-114.1004
4591869,2017-06-21 19:03,CA,AB,Airdrie,51.3082,-114.0398
4591911,2017-06-21 20:03,CA,ON,Oakville,43.4309,-79.7767
4591930,2017-06-21 6:03,CA,ON,Toronto,43.6459,-79.3857
4591986,2017-06-21 14:03,CA,QC,Gatineau,45.5067,-75.6292
4591987,2017-06-21 4:03,CA,ON,Toronto,43.7264,-79.3978
4591990,2017-06-21 6:03,CA,ON,London,43.02465,-81.28016
4592023,2017-06-21 6:03,CA,ON,Fort Erie,42.9052,-78.9365
4592092,2017-06-21 20:03,CA,QC,Outremont,45.5218,-73.6031
4592101,2017-06-21 3:03,CA,AB,Airdrie,51.3082,-114.0398
4592143,2017-06-21 16:03,CA,ON,Fort Erie,42.9052,-78.9365
4592208,2017-06-21 14:03,CA,MB,Winnipeg,49.9429,-97.1651
4592220,2017-06-21 6:03,CA,QC,Dorval,45.4431,-73.751
4592288,2017-06-21 9:03,CA,ON,Barrie,44.3303,-79.7268
4592290,2017-06-21 0:03,CA,AB,Edmonton,53.4593,-113.4145
4592378,2017-06-21 4:03,CA,AB,Calgary,51.08201,-113.96235
4592467,2017-06-21 0:03,CA,AB,Edmonton,53.4593,-113.4145
4592562,2017-06-21 21:03,CA,AB,Calgary,51.1229,-114.189
4592650,2017-06-21 10:03,CA,AB,Calgary,51.0486,-113.968
4592738,2017-06-21 11:03,CA,AB,Calgary,51.0915,-114.2073
4592758,2017-06-21 6:03,CA,AB,Calgary,51.0695,-114.12506
4592793,2017-06-21 0:03,CA,ON,Burlington,43.393,-79.8137
4592831,2017-06-21 6:03,CA,ON,Thornhill,43.8395,-79.3831
4592853,2017-06-21 0:03,CA,ON,Burlington,43.393,-79.8137
4592940,2017-06-21 6:03,CA,AB,Calgary,51.0416,-114.068
4593021,2017-06-21 13:03,CA,AB,Calgary,51.12598,-114.24403
4593096,2017-06-21 14:03,CA,QC,La Malbaie-Pointe-Au-Pic,47.62442,-70.143
4593100,2017-06-21 1:03,CA,ON,North York,43.76301,-79.33801
4593172,2017-06-21 3:03,CA,AB,Calgary,51.0486,-113.968
4593258,2017-06-21 8:03,CA,ON,Thornhill,43.8395,-79.3831
4593277,2017-06-21 5:03,CA,AB,Calgary,51.03922,-113.97842
4593300,2017-06-21 19:03,CA,AB,Calgary,51.0823,-113.9578
4593334,2017-06-21 16:03,CA,ON,Woodbridge,43.7923,-79.5524
4593353,2017-06-21 15:03,CA,ON,Etobicoke,43.73821,-79.56767
4593396,2017-06-21 5:03,CA,AB,Calgary,51.04988,-114.16644
4593399,2017-06-21 12:03,CA,AB,Calgary,51.04047,-114.07463
4593403,2017-06-21 5:03,CA,BC,Burnaby,49.22979,-123.01254
4593424,2017-06-21 1:03,CA,ON,North York,43.76187,-79.57559
4593476,2017-06-21 13:03,CA,AB,Calgary,51.0242,-114.1004
4593561,2017-06-21 21:03,CA,ON,Brampton,43.6971,-79.7944
4593648,2017-06-21 15:03,CA,NB,Moncton,46.1033,-64.815
4593654,2017-06-21 4:03,CA,NB,Moncton,46.1033,-64.815
4593708,2017-06-21 7:03,CA,AB,Fort Mcmurray,56.664,-111.1357
4593787,2017-06-21 14:03,CA,ON,Ajax,43.8959,-79.0344
4593790,2017-06-21 15:03,CA,AB,Calgary,51.1467,-114.3133
4593860,2017-06-21 13:03,CA,AB,Calgary,51.03922,-113.97842
4593917,2017-06-21 6:03,CA,ON,Niagara Falls,43.1065,-79.0683
4593927,2017-06-21 8:03,CA,ON,Thornhill,43.8395,-79.3831
4593971,2017-06-21 16:03,CA,AB,Calgary,50.9093,-114.1028
4593972,2017-06-21 13:03,CA,AB,Airdrie,51.2637,-114.021
4594062,2017-06-21 16:03,CA,AB,Calgary,50.9093,-114.1028
4594151,2017-06-21 11:03,CA,SK,Saskatoon,52.28007,-106.66748
4594194,2017-06-21 19:03,CA,AB,Fort Mcmurray,56.74308,-111.47651
4594277,2017-06-21 20:03,CA,QC,Montréal,45.5066,-73.6291
4594293,2017-06-21 3:03,CA,ON,Ajax,43.8959,-79.0344
4594383,2017-06-21 13:03,CA,AB,Calgary,51.0494,-113.9564
4594438,2017-06-21 8:03,CA,AB,Fort Mcmurray,56.695,-111.337
4594466,2017-06-21 21:03,CA,ON,Thornhill,43.8395,-79.3831
4594543,2017-06-21 4:03,CA,AB,Edmonton,53.43941,-113.40575
4594626,2017-06-21 0:03,CA,AB,Edmonton,53.54798,-113.59419
4594691,2017-06-21 11:03,CA,ON,Oakville,43.445,-79.763
4594772,2017-06-21 14:03,CA,ON,North York,43.7818,-79.377
4594806,2017-06-21 0:03,CA,AB,Edmonton,53.465,-113.414
4594813,2017-06-21 17:03,CA,NB,Moncton,46.1033,-64.815
4594817,2017-06-21 7:03,CA,ON,Newmarket,44.0587,-79.4591
4594865,2017-06-21 22:03,CA,AB,Edmonton,53.54798,-113.59419
4594899,2017-06-21 18:03,CA,QC,Gatineau,45.5067,-75.6292
4594955,2017-06-21 20:03,CA,AB,Edmonton,53.54798,-113.59419
4594995,2017-06-21 22:03,CA,AB,Edmonton,53.54798,-113.59419
4595079,2017-06-21 20:03,CA,AB,Edmonton,53.55848,-113.49825
4595118,2017-06-21 17:03,CA,ON,Toronto,43.6682,-79.4209
4595185,2017-06-21 14:03,CA,ON,Kanata,45.2975,-75.9199
4595224,2017-06-21 14:03,CA,QC,Montréal,45.49577,-73.55319
4595279,2017-06-21 8:03,CA,QC,Saint-Nicolas,46.6842,-71.3827
4595313,2017-06-21 1:03,CA,AB,Red Deer,52.2895,-113.814
4595403,2017-06-21 19:03,CA,AB,Edmonton,53.54798,-113.59419
4595492,2017-06-21 6:03,CA,AB,Red Deer,52.2895,-113.814
4595507,2017-06-21 5:03,CA,QC,Quebec,46.84492,-71.42656
4595527,2017-06-21 3:03,CA,SK,Lake Lenore,52.3167,-104.8178
4595569,2017-06-21 21:03,CA,AB,Red Deer,52.2895,-113.814
4595575,2017-06-21 4:03,CA,SK,Saskatoon,52.1283,-106.625
4595625,2017-06-21 20:03,CA,AB,Ardrossan,53.55,-113.1333
4595678,2017-06-21 10:03,CA,ON,Ancaster,43.208,-79.9652
4595684,2017-06-21 4:03,CA,ON,Ancaster,43.208,-79.9652
4595728,2017-06-21 10:03,CA,AB,Sherwood Park,53.5167,-113.3167
4595734,2017-06-21 4:03,CA,ON,Ancaster,43.208,-79.9652
4595803,2017-06-21 12:03,CA,AB,Wetaskiwin,52.8292,-113.451
4595816,2017-06-21 16:03,CA,AB,Three Hills,51.8332,-113.218
4595846,2017-06-21 21:03,CA,ON,Toronto,43.6862,-79.402
4595849,2017-06-21 10:03,CA,AB,Sherwood Park,53.5167,-113.3167
4595910,2017-06-21 15:03,CA,ON,Mississauga,43.56781,-79.74205
4595941,2017-06-21 14:03,CA,QC,Saint-Constant,45.3668,-73.5659
4596020,2017-06-21 12:03,CA,AB,Red Deer,52.2895,-113.814
4596049,2017-06-21 21:03,CA,ON,Brampton,43.7033,-79.7603
4596054,2017-06-21 12:03,CA,AB,Red Deer,52.2694,-113.769
4596123,2017-06-21 5:03,CA,NB,Moncton,46.1183,-64.7338
4596148,2017-06-21 8:03,CA,AB,Ardrossan,53.55,-113.1333
4596189,2017-06-21 12:03,CA,AB,Coronation,52.09569,-111.45104
4596196,2017-06-21 20:03,CA,AB,Fort Saskatchewan,53.7017,-113.222
4596284,2017-06-21 0:03,CA,AB,Edmonton,53.49917,-113.50047
4596285,2017-06-21 7:03,CA,ON,Burlington,43.37667,-79.75833
4596296,2017-06-21 6:03,CA,AB,Lloydminster,53.2563,-110.0346
4596325,2017-06-21 17:03,CA,AB,Calgary,51.063,-113.889
4596338,2017-06-21 17:03,CA,AB,Calgary,51.1229,-114.189
4596371,2017-06-21 8:03,CA,ON,Mississauga,43.697,-79.65
4596402,2017-06-21 1:03,CA,AB,Edmonton,53.55,-113.5
4596456,2017-06-21 1:03,CA,AB,Edmonton,53.5181,-113.5797
4596499,2017-06-21 6:03,CA,AB,Wetaskiwin,52.8333,-113.45
4596520,2017-06-21 19:03,CA,SK,Saskatoon,52.116,-106.669
4596607,2017-06-21 4:03,CA,ON,Ottawa,45.4298,-75.6931
4596631,2017-06-21 14:03,CA,ON,Aurora,44.0065,-79.4504
4596714,2017-06-21 7:03,CA,AB,Edmonton,53.41789,-113.4663
4596720,2017-06-21 5:03,CA,AB,Calgary,51.0494,-113.9564
4596737,2017-06-21 14:03,CA,AB,Edmonton,53.4179,-113.5785
4596799,2017-06-21 20:03,CA,AB,Airdrie,51.2889,-114.015
4596813,2017-06-21 5:03,CA,SK,Saskatoon,52.1242,-106.665
4596905,2017-06-21 4:03,CA,ON,Brampton,43.7536,-79.8022
4596922,2017-06-21 8:03,CA,ON,North York,43.787,-79.4169
4596980,2017-06-21 5:03,CA,ON,Toronto,43.6414,-79.4151
4597044,2017-06-21 14:03,CA,AB,Edmonton,53.55848,-113.49825
4597119,2017-06-21 4:03,CA,AB,Edmonton,53.4154,-113.4178
4597201,2017-06-21 17:03,CA,ON,Burlington,43.3889,-79.7682
4597212,2017-06-21 16:03,CA,ON,Brantford,43.1732,-80.2582
4597218,2017-06-21 0:03,CA,AB,Calgary,51.1414,-114.076
4597261,2017-06-21 17:03,CA,AB,Calgary,51.1414,-114.076
4597305,2017-06-21 11:03,CA,AB,Calgary,51.0189,-114.157
4597371,2017-06-21 0:03,CA,AB,Sherwood Park,53.5199,-113.33
4597418,2017-06-21 8:03,CA,AB,Calgary,51.0571,-114.077
4597517,2017-06-21 22:03,CA,AB,Calgary,51.0829,-114.095
4597527,2017-06-21 2:03,CA,ON,Mississauga,43.57764,-79.61381
4597537,2017-06-21 7:03,CA,AB,Calgary,51.0571,-114.077
4597592,2017-06-21 14:03,CA,ON,Sudbury,46.5213,-80.947
4597622,2017-06-21 6:03,CA,AB,Calgary,50.8476,-114.1958
4597696,2017-06-21 14:03,CA,ON,Sudbury,46.5213,-80.947
4597770,2017-06-21 22:03,CA,AB,Edson,53.70229,-116.26532
4597783,2017-06-21 7:03,CA,AB,Calgary,51.10719,-113.92847
4597851,2017-06-21 18:03,CA,ON,Springbrook,43.67276,-79.81908
4597897,2017-06-21 18:03,CA,AB,Calgary,51.0486,-113.968
4597971,2017-06-21 8:03,CA,AB,Calgary,51.08201,-113.96235
4598014,2017-06-21 14:03,CA,ON,Burlington,43.3548,-79.7607
4598081,2017-06-21 8:03,CA,AB,Calgary,51.0571,-114.077
4598165,2017-06-21 3:03,CA,AB,Calgary,51.0818,-113.959
4598212,2017-06-21 20:03,CA,QC,Dorval,45.4431,-73.751
4598236,2017-06-21 7:03,CA,AB,Okotoks,50.7362,-113.9695
4598259,2017-06-21 2:03,CA,AB,Calgary,51.0494,-113.9564
4598317,2017-06-21 16:03,CA,ON,Ottawa,45.3244,-75.6048
4598353,2017-06-21 12:03,CA,AB,Red Deer,52.2651,-113.794
4598364,2017-06-21 5:03,CA,AB,Calgary,51.0509,-114.208
4598388,2017-06-21 15:03,CA,AB,Calgary,50.9722,-114.062
4598419,2017-06-21 5:03,CA,AB,Calgary,51.0509,-114.208
4598492,2017-06-21 7:04,CA,AB,Red Deer,52.2696,-113.76397
4598539,2017-06-21 19:03,CA,AB,Calgary,51.0829,-114.095
4598563,2017-06-21 14:03,CA,AB,Fort Mcmurray,56.7377,-111.438
4598571,2017-06-21 22:03,CA,AB,Calgary,51.063,-113.889
4598601,2017-06-21 14:03,CA,AB,Fort Mcmurray,56.7377,-111.438
4598655,2017-06-21 11:04,CA,AB,Edmonton,53.4113,-113.452
4598665,2017-06-21 13:04,CA,AB,Edmonton,53.624,-113.441
4598724,2017-06-21 21:03,CA,AB,Red Deer,52.2895,-113.814
4598817,2017-06-21 18:04,CA,AB,Leduc,53.2668,-113.552
4598882,2017-06-21 20:04,CA,AB,Calgary,51.1264,-114.1419
4598923,2017-06-21 13:04,CA,AB,Calgary,51.09326,-114.07867
4598991,2017-06-21 10:04,CA,AB,Calgary,51.1414,-114.076
4599011,2017-06-21 17:03,CA,AB,Edmonton,53.4104,-113.517
4599052,2017-06-21 15:04,CA,ON,Newmarket,44.039,-79.4724
4599112,2017-06-21 0:04,CA,AB,Edmonton,53.624,-113.441
4599163,2017-06-21 18:04,CA,AB,Calgary,51.0915,-114.2073
4599183,2017-06-21 5:04,CA,ON,Mississauga,43.5924,-79.7611
4599272,2017-06-21 3:04,CA,ON,Ottawa,45.4019,-75.7513
4599364,2017-06-21 5:04,CA,ON,Saint Catharines,43.1941,-79.2525
4599435,2017-06-21 1:04,CA,AB,Calgary,50.8889,-113.991
4599489,2017-06-21 3:04,CA,ON,Ottawa,45.4019,-75.7513
4599536,2017-06-21 1:04,CA,ON,Mississauga,43.5924,-79.6953
4599592,2017-06-21 20:04,CA,QC,Gatineau,45.5067,-75.6292
4599594,2017-06-21 17:04,CA,AB,Alberta Beach,53.63492,-114.22949
4599612,2017-06-21 20:04,CA,QC,Gatineau,45.5067,-75.6292
4599643,2017-06-21 15:04,CA,ON,Toronto,43.6477,-79.4174
4599732,2017-06-21 5:04,CA,AB,Edmonton,53.4154,-113.4178
4599738,2017-06-21 22:04,CA,AB,Calgary,51.12598,-114.24403
4599787,2017-06-21 22:04,CA,AB,Sherwood Park,53.52284,-113.33213
4599838,2017-06-21 13:04,CA,QC,Dorval,45.4431,-73.751
4599926,2017-06-21 5:04,CA,QC,Dorval,45.4431,-73.751
4599951,2017-06-21 18:04,CA,QC,Laval,45.6236,-73.6861
4600042,2017-06-21 17:04,CA,QC,Laval,45.6236,-73.6861
4600135,2017-06-21 14:04,CA,SK,Saskatoon,52.0961,-106.6252
4600141,2017-06-21 6:04,CA,ON,Toronto,43.6682,-79.4209
4600186,2017-06-21 14:04,CA,AB,Calgary,51.12598,-114.24403
4600217,2017-06-21 11:04,CA,SK,Prince Albert,53.2054,-105.754
4600273,2017-06-21 21:04,CA,ON,Scarborough,43.811,-79.337
4600344,2017-06-21 3:04,CA,ON,Scarborough,43.798,-79.227
4600385,2017-06-21 10:04,CA,AB,Calgary,50.9819,-114.1004
4600464,2017-06-21 1:04,CA,AB,Calgary,51.0486,-113.968
4600472,2017-06-21 7:04,CA,AB,Calgary,51.07151,-114.06871
4600484,2017-06-21 9:04,CA,AB,Calgary,51.0818,-113.959
4600543,2017-06-21 16:04,CA,BC,Richmond,49.16542,-123.12659
4600634,2017-06-21 16:04,CA,ON,Brampton,43.78,-79.74
4600704,2017-06-21 12:04,CA,AB,Spruce Grove,53.5533,-113.895
4600732,2017-06-21 16:04,CA,AB,Edmonton,53.41541,-113.4178
4600751,2017-06-21 16:04,CA,AB,Edmonton,53.55922,-113.55441
4600815,2017-06-21 13:04,CA,AB,Red Deer,52.2529,-113.807
4600850,2017-06-21 16:04,CA,ON,Brampton,43.78,-79.74
4600881,2017-06-21 19:04,CA,AB,Ferrier,52.0827,-114.749
4600889,2017-06-21 19:04,CA,AB,Calgary,51.08201,-113.96235
4600955,2017-06-21 11:04,CA,QC,Plateau-Mont-Royal,45.5405,-73.6208
4600962,2017-06-21 0:04,CA,AB,Calgary,51.0305,-114.149
4601055,2017-06-21 10:04,CA,ON,Newmarket,44.039,-79.4724
4601119,2017-06-21 21:04,CA,AB,Edmonton,53.4714,-113.46
4601175,2017-06-21 1:04,CA,AB,Calgary,51.0412,-114.0762
4601245,2017-06-21 9:04,CA,AB,Edmonton,53.4714,-113.46
4601328,2017-06-21 15:04,CA,AB,Edmonton,53.6079,-113.424
4601416,2017-06-21 2:04,CA,BC,Richmond,49.16542,-123.12659
4601459,2017-06-21 8:04,CA,AB,Edmonton,53.4739,-113.483
4601557,2017-06-21 20:04,CA,AB,Ardrossan,53.55,-113.1333
4601646,2017-06-21 22:04,CA,AB,Calgary,51.0412,-114.0762
4601738,2017-06-21 7:04,CA,AB,Calgary,51.133,-113.856
4601775,2017-06-21 16:04,CA,NL,Grand Falls-Windsor,48.9341,-55.6512
4601779,2017-06-21 22:04,CA,AB,Edmonton,53.5943,-113.42385
4601796,2017-06-21 6:04,CA,BC,Richmond,49.16542,-123.12659
4601803,2017-06-21 20:04,CA,AB,Calgary,51.03938,-114.12638
4601877,2017-06-21 12:04,CA,ON,Toronto,43.6459,-79.3857
4601971,2017-06-21 10:04,CA,AB,Edmonton,53.4567,-113.5801
4602069,2017-06-21 2:04,CA,ON,Oakville,43.4462,-79.6688
4602089,2017-06-21 19:04,CA,AB,Cochrane,51.1907,-114.4621
4602154,2017-06-21 7:04,CA,QC,Montréal,45.47164,-73.60464
4602217,2017-06-21 9:04,CA,ON,Toronto,43.6715,-79.3801
4602277,2017-06-21 19:04,CA,AB,Cochrane,51.1907,-114.4621
4602316,2017-06-21 2:04,CA,ON,Toronto,43.6682,-79.4209
4602355,2017-06-21 10:04,CA,ON,Scarborough,43.7876,-79.1541
4602428,2017-06-21 3:04,CA,AB,Edmonton,53.6112,-113.5746
4602432,2017-06-21 6:04,CA,ON,Toronto,43.6651,-79.4369
4602466,2017-06-21 22:04,CA,ON,Toronto,43.6447,-79.3841
4602521,2017-06-21 3:04,CA,ON,Toronto,43.7028,-79.3877
4602607,2017-06-21 7:04,CA,QC,Saint-Laurent,45.50387,-73.68473
4602613,2017-06-21 6:04,CA,BC,Surrey,49.0374,-122.8299
4602624,2017-06-21 12:04,CA,AB,Edmonton,53.4567,-113.5801
4602648,2017-06-21 6:04,CA,BC,Surrey,49.0374,-122.8299
4602656,2017-06-21 5:04,CA,ON,Toronto,43.6459,-79.3857
4602658,2017-06-21 16:04,CA,ON,Scarborough,43.7876,-79.1541
4602746,2017-06-21 18:04,CA,ON,Peterborough,44.3311,-78.3331
4602751,2017-06-21 20:04,CA,ON,Pickering,43.809,-79.131
4602841,2017-06-21 0:04,CA,ON,Markham,43.8735,-79.3335
4602889,2017-06-21 6:04,CA,AB,Edmonton,53.49913,-113.50039
4602925,2017-06-21 19:04,CA,AB,Calgary,51.03922,-113.97842
4603015,2017-06-21 17:04,CA,AB,Edmonton,53.5259,-113.64
4603033,2017-06-21 1:04,CA,ON,Toronto,43.6682,-79.4209
4603110,2017-06-21 12:04,CA,ON,Nepean,45.2778,-75.7563
4603143,2017-06-21 1:04,CA,ON,Toronto,43.6682,-79.4209
4603162,2017-06-21 16:04,CA,ON,Saint Catharines,43.1593,-79.2615
4603173,2017-06-21 2:04,CA,ON,Saint Catharines,43.1593,-79.2615
4603202,2017-06-21 3:04,CA,ON,Nepean,45.2778,-75.7563
4603224,2017-06-21 4:04,CA,ON,Milton,43.5152,-79.8802
4603316,2017-06-21 10:04,CA,ON,Toronto,43.6656,-79.383
4603414,2017-06-21 17:04,CA,ON,Mississauga,43.6046,-79.6729
4603441,2017-06-21 12:04,CA,AB,Calgary,51.0876,-114.0214
4603514,2017-06-21 17:04,CA,ON,Toronto,43.6682,-79.4209
4603596,2017-06-21 6:04,CA,ON,Etobicoke,43.6879,-79.557
4603692,2017-06-21 17:04,CA,ON,Toronto,43.6682,-79.4209
4603750,2017-06-21 13:04,CA,ON,Toronto,43.6796,-79.4343
4603758,2017-06-21 6:04,CA,ON,Scarborough,43.7876,-79.1541
4603822,2017-06-21 22:04,CA,ON,Mississauga,43.5793,-79.6436
4603912,2017-06-21 16:04,CA,ON,Toronto,43.6796,-79.4343
4603953,2017-06-21 4:04,CA,ON,Ottawa,45.4019,-75.7513
4604021,2017-06-21 16:04,CA,AB,Calgary,50.8741,-113.9843
4604109,2017-06-21 6:04,CA,ON,Kingston,44.234,-76.494
4604169,2017-06-21 16:04,CA,ON,Toronto,43.7537,-79.2659
4604176,2017-06-21 17:04,CA,ON,Brockville,44.617,-75.7036
4604234,2017-06-21 5:04,CA,ON,Nepean,45.2778,-75.7563
4604243,2017-06-21 18:04,CA,ON,Thunder Bay,48.3914,-89.262
4604246,2017-06-21 3:04,CA,QC,Gatineau,45.46836,-75.69974
4604335,2017-06-21 21:04,CA,AB,Sherwood Park,53.5002,-113.3253
4604357,2017-06-21 3:04,CA,ON,Brampton,43.6656,-79.747
4604375,2017-06-21 10:04,CA,ON,Brampton,43.78,-79.74
4604433,2017-06-21 15:04,CA,AB,Edmonton,53.5515,-113.492
4604501,2017-06-21 5:04,CA,ON,North York,43.781,-79.3483
4604516,2017-06-21 13:04,CA,AB,Calgary,51.1188,-113.9471
4604524,2017-06-21 8:04,CA,ON,Ottawa,45.4555,-75.6552
4604578,2017-06-21 8:04,CA,ON,Woodbridge,43.8069,-79.5978
4604636,2017-06-21 13:04,CA,ON,Mississauga,43.5769,-79.6283
4604662,2017-06-21 9:04,CA,AB,Edmonton,53.5105,-113.37
4604688,2017-06-21 6:04,CA,QC,Gatineau,45.5067,-75.6292
4604723,2017-06-21 10:04,CA,BC,Richmond,49.16542,-123.12659
4604787,2017-06-21 17:04,CA,QC,Dorval,45.4431,-73.751
4604794,2017-06-21 7:04,CA,QC,Dorval,45.4431,-73.751
4604867,2017-06-21 2:04,CA,QC,Dorval,45.4431,-73.751
4604923,2017-06-21 7:04,CA,ON,Oakville,43.4934,-79.7126
4604964,2017-06-21 16:04,CA,AB,Edmonton,53.57741,-113.54728
4605038,2017-06-21 3:04,CA,QC,Laval,45.5777,-73.8071
4605069,2017-06-21 13:04,CA,QC,Bonaventure,48.4096,-64.5008
4605075,2017-06-21 22:04,CA,AB,Calgary,51.0329,-113.9836
4605132,2017-06-21 21:04,CA,AB,Calgary,51.01968,-114.20036
4605174,2017-06-21 22:04,CA,AB,Edmonton,53.58879,-113.4465
4605211,2017-06-21 7:04,CA,AB,Edmonton,53.4179,-113.5785
4605256,2017-06-21 20:04,CA,AB,Calgary,51.0378,-114.065
4605355,2017-06-21 11:04,CA,ON,Toronto,43.6736,-79.4035
4605384,2017-06-21 20:04,CA,AB,Calgary,51.04545,-114.06423
4605472,2017-06-21 6:04,CA,AB,Calgary,51.1264,-114.1419
4605502,2017-06-21 16:04,CA,NB,Oromocto,45.84991,-66.4795
4605583,2017-06-21 22:04,CA,AB,Calgary,50.99601,-114.0741
4605588,2017-06-21 20:04,CA,AB,Calgary,51.04545,-114.06423
4605595,2017-06-21 21:04,CA,NB,Moncton,46.1033,-64.815
4605615,2017-06-21 1:04,CA,NB,Moncton,46.1033,-64.815
4605629,2017-06-21 9:04,CA,AB,Calgary,51.0378,-114.08
4605707,2017-06-21 17:04,CA,ON,Richmond Hill,43.8428,-79.4239
4605718,2017-06-21 14:04,CA,AB,Spruce Grove,53.5533,-113.895
4605777,2017-06-21 14:04,CA,AB,Edmonton,53.4593,-113.4145
4605857,2017-06-21 22:04,CA,AB,Calgary,51.03922,-113.97842
4605911,2017-06-21 14:04,CA,AB,Edmonton,53.4593,-113.4145
4605958,2017-06-21 8:04,CA,BC,Vancouver,49.2501,-123.038
4606050,2017-06-21 22:04,CA,AB,Calgary,51.03922,-113.97842
4606106,2017-06-21 4:04,CA,AB,Calgary,51.03922,-113.97842
